Date,Start Date,End Date,Portfolio name,Campaign Type,Campaign Name,Status,Currency,Budget,Targeting Type,Bidding strategy,Impressions,Clicks,Click-Thru Rate (CTR),Spend,Cost Per Click (CPC),7 Day Total Orders (#),"Total Advertising Cost of Sales (ACoS) ","7 Day Total Sales "
"Jun 9, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1829,11,0.60%,$6.01,$0.5463636000000001,0,0.00%,$0.0
"Jun 10, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,1410,1,0.07%,$0.69,$0.69,0,0.00%,$0.0
"Jun 10, 2019","Nov 16, 2018",,No Portfolio,Sponsored Products,214 bedside mat auto,PAUSED,USD,$10.0,Automatic targeting,Dynamic bids - down only,95,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Jun 10, 2019","Nov 10, 2018",,No Portfolio,Sponsored Products,214 mat-bathroom mat auto,PAUSED,USD,$6.0,Automatic targeting,Dynamic bids - down only,1702,3,0.18%,$2.21,$0.7366667,0,0.00%,$0.0
"Jun 10, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,2741,2,0.07%,$1.44,$0.72,0,0.00%,$0.0
"Jun 10, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,3132,12,0.38%,$6.55,$0.5458333,0,0.00%,$0.0
"Jun 10, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,867,2,0.23%,$0.42,$0.21,0,0.00%,$0.0
"Jun 11, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,923,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Jun 11, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,565,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Jun 11, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,2155,11,0.51%,$6.5,$0.5909091,0,0.00%,$0.0
"Jun 11, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1726,3,0.17%,$1.47,$0.49,0,0.00%,$0.0
"Jun 11, 2019","Nov 16, 2018",,No Portfolio,Sponsored Products,214 bedside mat auto,PAUSED,USD,$10.0,Automatic targeting,Dynamic bids - down only,80,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Jun 11, 2019","Nov 10, 2018",,No Portfolio,Sponsored Products,214 mat-bathroom mat auto,PAUSED,USD,$6.0,Automatic targeting,Dynamic bids - down only,1230,5,0.41%,$2.9,$0.58,0,0.00%,$0.0
"Jun 12, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,1193,3,0.25%,$0.28,$0.09333330000000001,0,0.00%,$0.0
"Jun 12, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,3346,14,0.42%,$7.13,$0.5092857,2,6.99%,$101.98
"Jun 12, 2019","Nov 10, 2018",,No Portfolio,Sponsored Products,214 mat-bathroom mat auto,PAUSED,USD,$6.0,Automatic targeting,Dynamic bids - down only,1314,4,0.30%,$1.45,$0.3625,0,0.00%,$0.0
"Jun 12, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,2702,2,0.07%,$1.11,$0.555,0,0.00%,$0.0
"Jun 12, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,910,1,0.11%,$0.69,$0.69,0,0.00%,$0.0
"Jun 12, 2019","Nov 16, 2018",,No Portfolio,Sponsored Products,214 bedside mat auto,PAUSED,USD,$10.0,Automatic targeting,Dynamic bids - down only,106,1,0.94%,$0.21,$0.21,0,0.00%,$0.0
"Jun 13, 2019","Nov 10, 2018",,No Portfolio,Sponsored Products,214 mat-bathroom mat auto,PAUSED,USD,$6.0,Automatic targeting,Dynamic bids - down only,55,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Jun 13, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,3285,5,0.15%,$3.76,$0.752,0,0.00%,$0.0
"Jun 13, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,1244,1,0.08%,$0.21,$0.21,0,0.00%,$0.0
"Jun 13, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,1211,3,0.25%,$1.14,$0.38,0,0.00%,$0.0
"Jun 13, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,4492,34,0.76%,$20.58,$0.6052941,1,40.36%,$50.99
"Jun 13, 2019","Nov 16, 2018",,No Portfolio,Sponsored Products,214 bedside mat auto,PAUSED,USD,$10.0,Automatic targeting,Dynamic bids - down only,7,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Jun 14, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,2286,4,0.18%,$1.45,$0.3625,0,0.00%,$0.0
"Jun 14, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,965,1,0.10%,$0.37,$0.37,0,0.00%,$0.0
"Jun 14, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,3495,30,0.86%,$20.06,$0.6686667,0,0.00%,$0.0
"Jun 14, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,732,1,0.14%,$0.64,$0.64,0,0.00%,$0.0
"Jun 15, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,3552,32,0.90%,$19.83,$0.6196875,1,38.89%,$50.99
"Jun 15, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,1144,1,0.09%,$0.83,$0.83,0,0.00%,$0.0
"Jun 15, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,840,6,0.71%,$2.86,$0.47666670000000005,0,0.00%,$0.0
"Jun 15, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,2673,3,0.11%,$2.39,$0.7966667,0,0.00%,$0.0
"Jun 16, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,1048,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Jun 16, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,2068,5,0.24%,$2.68,$0.536,0,0.00%,$0.0
"Jun 16, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,2743,4,0.15%,$1.18,$0.295,0,0.00%,$0.0
"Jun 16, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,3105,35,1.13%,$19.75,$0.5642857,1,19.37%,$101.98
"Jun 17, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,2232,4,0.18%,$1.45,$0.3625,0,0.00%,$0.0
"Jun 17, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,1805,4,0.22%,$2.51,$0.6275,0,0.00%,$0.0
"Jun 17, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,767,2,0.26%,$0.63,$0.315,0,0.00%,$0.0
"Jun 17, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,3103,17,0.55%,$10.75,$0.6323529,1,21.50%,$49.99
"Jun 18, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,805,3,0.37%,$0.83,$0.2766667,0,0.00%,$0.0
"Jun 18, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,1756,1,0.06%,$0.76,$0.76,0,0.00%,$0.0
"Jun 18, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,2223,15,0.68%,$9.75,$0.65,0,0.00%,$0.0
"Jun 18, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1803,5,0.28%,$2.7,$0.54,0,0.00%,$0.0
"Jun 19, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1512,18,1.19%,$9.79,$0.5438889,0,0.00%,$0.0
"Jun 19, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,806,4,0.50%,$2.09,$0.5225,0,0.00%,$0.0
"Jun 19, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,1799,1,0.06%,$0.63,$0.63,0,0.00%,$0.0
"Jun 19, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,2012,4,0.20%,$1.87,$0.4675,0,0.00%,$0.0
"Jun 20, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,755,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Jun 20, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,2372,2,0.08%,$1.56,$0.78,0,0.00%,$0.0
"Jun 20, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,2385,18,0.76%,$9.56,$0.5311111,0,0.00%,$0.0
"Jun 20, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,1322,2,0.15%,$1.77,$0.885,0,0.00%,$0.0
"Jun 21, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,2317,1,0.04%,$0.39,$0.39,0,0.00%,$0.0
"Jun 21, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,710,1,0.14%,$0.53,$0.53,0,0.00%,$0.0
"Jun 21, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1701,15,0.88%,$9.69,$0.6459999999999999,0,0.00%,$0.0
"Jun 21, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,1722,2,0.12%,$1.18,$0.59,0,0.00%,$0.0
"Jun 22, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,1247,1,0.08%,$0.3,$0.3,0,0.00%,$0.0
"Jun 22, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,3969,16,0.40%,$9.51,$0.594375,0,0.00%,$0.0
"Jun 22, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,1992,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Jun 22, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,3001,2,0.07%,$1.76,$0.88,0,0.00%,$0.0
"Jun 23, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,3153,16,0.51%,$9.77,$0.610625,0,0.00%,$0.0
"Jun 23, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,2537,5,0.20%,$3.34,$0.6679999999999999,0,0.00%,$0.0
"Jun 23, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,2915,2,0.07%,$1.39,$0.695,0,0.00%,$0.0
"Jun 23, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,1665,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Jun 24, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,2199,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Jun 24, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,1472,1,0.07%,$0.37,$0.37,0,0.00%,$0.0
"Jun 24, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,2780,5,0.18%,$3.24,$0.648,0,0.00%,$0.0
"Jun 24, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1449,15,1.04%,$9.85,$0.6566666999999999,2,9.66%,$101.98
"Jun 25, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,1850,5,0.27%,$2.83,$0.5660000000000001,0,0.00%,$0.0
"Jun 25, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,2319,4,0.17%,$3.14,$0.785,0,0.00%,$0.0
"Jun 25, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,2825,17,0.60%,$9.51,$0.5594118,1,18.65%,$50.99
"Jun 25, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,1212,3,0.25%,$2.02,$0.6733333,0,0.00%,$0.0
"Jun 26, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,1514,3,0.20%,$1.44,$0.48,0,0.00%,$0.0
"Jun 26, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1505,4,0.27%,$1.89,$0.4725,0,0.00%,$0.0
"Jun 26, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,1191,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Jun 26, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1908,15,0.79%,$9.34,$0.6226667,1,18.68%,$49.99
"Jun 27, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,1229,2,0.16%,$0.4,$0.2,0,0.00%,$0.0
"Jun 27, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1304,2,0.15%,$1.54,$0.77,0,0.00%,$0.0
"Jun 27, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,853,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Jun 27, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,2302,15,0.65%,$9.32,$0.6213333,0,0.00%,$0.0
"Jun 28, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,877,1,0.11%,$0.32,$0.32,0,0.00%,$0.0
"Jun 28, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,622,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Jun 28, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,3717,18,0.48%,$9.52,$0.5288889,2,9.43%,$100.98
"Jun 28, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,989,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Jun 29, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,3136,19,0.61%,$9.47,$0.4984211,0,0.00%,$0.0
"Jun 29, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,590,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Jun 29, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,1038,1,0.10%,$0.57,$0.57,0,0.00%,$0.0
"Jun 29, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1152,4,0.35%,$1.86,$0.465,0,0.00%,$0.0
"Jun 30, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,1237,1,0.08%,$0.63,$0.63,0,0.00%,$0.0
"Jun 30, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1631,1,0.06%,$0.88,$0.88,0,0.00%,$0.0
"Jun 30, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,766,3,0.39%,$1.53,$0.51,0,0.00%,$0.0
"Jun 30, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,2305,16,0.69%,$9.13,$0.570625,0,0.00%,$0.0
"Jul 1, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,619,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Jul 1, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,6323,18,0.29%,$10.03,$0.5572222,0,0.00%,$0.0
"Jul 1, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1435,4,0.28%,$1.27,$0.3175,2,1.76%,$71.98
"Jul 1, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,1057,2,0.19%,$0.79,$0.395,0,0.00%,$0.0
"Jul 2, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1157,3,0.26%,$1.69,$0.5633332999999999,0,0.00%,$0.0
"Jul 2, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,3791,18,0.48%,$10.32,$0.5733332999999999,0,0.00%,$0.0
"Jul 2, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,879,2,0.23%,$1.13,$0.565,1,1.72%,$65.89
"Jul 2, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,488,1,0.21%,$0.66,$0.66,0,0.00%,$0.0
"Jul 3, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,6264,20,0.32%,$10.58,$0.529,0,0.00%,$0.0
"Jul 3, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,419,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Jul 3, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,654,1,0.15%,$0.28,$0.28,0,0.00%,$0.0
"Jul 3, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1001,2,0.20%,$1.7,$0.85,0,0.00%,$0.0
"Jul 4, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1332,1,0.08%,$0.63,$0.63,0,0.00%,$0.0
"Jul 4, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,974,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Jul 4, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,3821,15,0.39%,$9.99,$0.6659999999999999,0,0.00%,$0.0
"Jul 4, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,555,1,0.18%,$0.6,$0.6,0,0.00%,$0.0
"Jul 5, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,514,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Jul 5, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1159,1,0.09%,$0.4,$0.4,0,0.00%,$0.0
"Jul 5, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,5112,17,0.33%,$10.41,$0.6123529,0,0.00%,$0.0
"Jul 5, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,712,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Jul 6, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1497,1,0.07%,$0.54,$0.54,0,0.00%,$0.0
"Jul 6, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,706,2,0.28%,$0.97,$0.485,0,0.00%,$0.0
"Jul 6, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,2859,19,0.67%,$10.89,$0.5731579,0,0.00%,$0.0
"Jul 6, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,1003,1,0.10%,$0.27,$0.27,0,0.00%,$0.0
